sexo,ano_nascimento,raca,estado_origem,cidade_origem,renda,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia,grau_academico,area_conhecimento,descricao
F,2000,Pardo,Rio Grande do Norte,NATAL,5594,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Pardo,Rio Grande do Norte,NATAL,5594,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2000,Pardo,Rio Grande do Norte,NATAL,3658,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Pardo,Rio Grande do Norte,NATAL,3658,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,2001,Branco,Rio Grande do Norte,NATAL,2400,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2001,Branco,Rio Grande do Norte,NATAL,2400,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1997,Branco,Rio Grande do Norte,ITAQUAQUECETUBA,1400,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1997,Branco,Rio Grande do Norte,ITAQUAQUECETUBA,1400,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
M,1997,Branco,Rio Grande do Norte,ITAQUAQUECETUBA,1400,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,1998,Branco,Rio Grande do Norte,NATAL,1575,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
M,1998,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,1500,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Branco,Rio Grande do Norte,PAU DOS FERROS,780,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Branco,São Paulo,SÃO BERNARDO DO CAMPO,12929,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Branco,São Paulo,SÃO BERNARDO DO CAMPO,12929,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1999,Branco,Rio Grande do Norte,NATAL,2407,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1998,Pardo,Rio Grande do Norte,TRIUNFO,998,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1999,Branco,Rio Grande do Norte,NATAL,1555,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1993,Pardo,Rio Grande do Norte,UMARIZAL,0,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2000,Pardo,Rio Grande do Norte,JARDIM  DO SERIDÓ,1206,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,2000,Pardo,Rio Grande do Norte,JARDIM  DO SERIDÓ,1206,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,2000,Pardo,Rio Grande do Norte,PARNAMIRIM,2198,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1998,Branco,Rio Grande do Norte,PARNAMIRIM,1900,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1998,Branco,Rio Grande do Norte,PARNAMIRIM,1900,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
F,2000,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,1300,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2000,Pardo,Rio Grande do Norte,JARDIM  DO SERIDÓ,500,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,2001,Negro,Rio Grande do Norte,ITAQUAQUECETUBA,350,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2000,Branco,Rio Grande do Norte,NATAL,6008,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,2800,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1994,Pardo,Rio Grande do Norte,NATAL,1600,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1994,Pardo,Rio Grande do Norte,NATAL,1600,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
F,1999,Branco,Rio Grande do Norte,NATAL,5000,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1999,Branco,Rio Grande do Norte,NATAL,5000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2001,Branco,Rio Grande do Norte,PARAÚ,2954,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1998,Negro,Rio Grande do Norte,NATAL,900,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
M,1998,Negro,Rio Grande do Norte,NATAL,900,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
F,2000,Pardo,Rio Grande do Norte,FLORÂNIA,1045,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,2000,Pardo,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,1996,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Pardo,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,1996,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,1997,Pardo,Rio Grande do Norte,NATAL,1109,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
M,1997,Pardo,Rio Grande do Norte,NATAL,1109,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1999,Pardo,Rio Grande do Norte,NATAL,1100,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2001,Branco,Rio Grande do Norte,NATAL,5000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,4400,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1987,Negro,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
M,1987,Negro,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1987,Negro,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1999,Negro,Rio Grande do Norte,NATAL,1128,False,False,False,LICENCIATURA,Ciências da Saúde,APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,9433,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,9433,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,2001,Pardo,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2001,Pardo,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,2001,Pardo,Rio Grande do Norte,NATAL,3000,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
M,2001,Pardo,Rio Grande do Norte,NATAL,3000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2001,Pardo,Rio Grande do Norte,NATAL,3000,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2000,Branco,Rio Grande do Norte,NATAL,4000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,4000,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2001,Pardo,Rio Grande do Norte,SOUSA,1450,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2001,Pardo,Rio Grande do Norte,SOUSA,1450,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,8800,False,False,False,LICENCIATURA,Ciências da Saúde,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,998,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,998,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1999,Pardo,Rio Grande do Norte,NATAL,2969,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2000,Pardo,Rio Grande do Norte,NATAL,2400,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Negro,Rio Grande do Norte,MACAU,600,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Negro,Rio Grande do Norte,MACAU,600,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Branco,Rio Grande do Norte,NATAL,1439,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,NATAL,3134,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,3134,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,2000,Branco,Rio Grande do Norte,NATAL,35000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2000,Branco,Rio Grande do Norte,NATAL,900,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Pardo,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1997,Pardo,Rio Grande do Norte,NATAL,3471,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,NATAL,3471,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1999,Pardo,Rio Grande do Norte,TENENTE LAURENTINO CRUZ,1000,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,2000,Pardo,Rio Grande do Norte,NATAL,500,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1999,Pardo,Rio Grande do Norte,PARNAMIRIM,1040,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1999,Pardo,Rio Grande do Norte,ENCANTO,1996,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1997,Negro,Rio Grande do Norte,NATAL,6700,False,False,False,BACHARELADO,"Linguística, Letras e Artes",FALHOU
M,1997,Negro,Rio Grande do Norte,NATAL,6700,False,False,False,BACHARELADO,"Linguística, Letras e Artes",APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,998,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2001,Branco,Rio Grande do Norte,NATAL,10200,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2000,Branco,Rio Grande do Norte,CAICÓ,2500,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,2078,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1997,Branco,Rio Grande do Norte,ASSU,1602,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1998,Branco,Rio Grande do Norte,NATAL,600,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1998,Pardo,Rio Grande do Norte,PARELHAS,2139,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,1998,Pardo,Rio Grande do Norte,PARELHAS,2139,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2001,Pardo,Rio Grande do Norte,PAU DOS FERROS,1000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1999,Pardo,Rio Grande do Norte,CAICÓ,2799,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1999,Pardo,Rio Grande do Norte,CAICÓ,2799,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
F,2000,Pardo,Rio Grande do Norte,NATAL,1039,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
M,2000,Branco,Rio Grande do Norte,MOSSORÓ,4000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Branco,Rio Grande do Norte,DOUTOR SEVERIANO,100,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Branco,Rio Grande do Norte,DOUTOR SEVERIANO,100,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,1995,Pardo,Rio Grande do Norte,GROSSOS,2583,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,2000,Pardo,Rio Grande do Norte,NATAL,6152,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1998,Branco,Rio Grande do Norte,NATAL,10000,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1989,Pardo,Rio Grande do Norte,MARTINS,89,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1999,Branco,Rio Grande do Norte,ITU,800,False,False,False,LICENCIATURA,Ciências da Saúde,APROVADO
F,1996,Branco,,CORDOBA,400,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1987,Negro,Rio Grande do Norte,NATAL,3800,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,1987,Negro,Rio Grande do Norte,NATAL,3800,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,1059,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1990,Pardo,Rio Grande do Norte,ALMINO AFONSO,480,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1991,Branco,Rio Grande do Norte,NATAL,1800,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
M,1991,Branco,Rio Grande do Norte,NATAL,1800,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1994,Pardo,Rio Grande do Norte,PATU,2387,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Branco,Rio Grande do Norte,PARELHAS,900,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1999,Branco,Rio Grande do Norte,PARELHAS,900,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,2000,Negro,Rio Grande do Norte,NATAL,1345,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2000,Negro,Rio Grande do Norte,NATAL,1345,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Negro,Rio Grande do Norte,NATAL,1345,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
M,2000,Negro,Rio Grande do Norte,CURRAIS NOVOS,800,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,2000,Branco,Rio Grande do Norte,JUCURUTU,1298,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1984,Branco,Rio Grande do Norte,CAICÓ,2000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,2000,Branco,Paraíba,SÃO BENTO,900,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,2000,Branco,Paraíba,SÃO BENTO,900,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,FALHOU
F,2000,Branco,Rio Grande do Norte,ACARI,2395,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,2000,Branco,Rio Grande do Norte,ACARI,2395,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,2000,Branco,Rio Grande do Norte,ACARI,2395,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,2002,Branco,Rio Grande do Norte,CAICÓ,1500,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,2002,Branco,Rio Grande do Norte,CAICÓ,1500,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,2000,Branco,Rio Grande do Norte,SÃO VICENTE,2798,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,2000,Pardo,Rio Grande do Norte,SÃO PAULO,3921,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,2000,Pardo,Rio Grande do Norte,SÃO PAULO,3921,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,2001,Pardo,Paraíba,PARELHAS,206,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,2001,Pardo,Rio Grande do Norte,CAICÓ,1150,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1993,Branco,Rio Grande do Norte,NATAL,2175,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
M,1993,Branco,Rio Grande do Norte,NATAL,2175,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,2001,Branco,Rio Grande do Norte,CAICÓ,1039,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,2001,Branco,Rio Grande do Norte,CAICÓ,1039,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
M,2000,Pardo,Rio Grande do Norte,NATAL,8383,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,MOSSORÓ,998,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,MOSSORÓ,998,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,2001,Pardo,Rio Grande do Norte,NATAL,1130,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,2001,Pardo,Rio Grande do Norte,NATAL,1130,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,2000,Pardo,Rio Grande do Norte,NATAL,7000,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,1999,Pardo,Rio Grande do Norte,NATAL,1515,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
M,1999,Pardo,Rio Grande do Norte,NATAL,1515,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,1700,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,2001,Branco,Rio Grande do Norte,NATAL,1700,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,1988,Pardo,Rio Grande do Norte,NATAL,1333,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1988,Pardo,Rio Grande do Norte,NATAL,1333,False,False,False,LICENCIATURA,Ciências Biológicas,INDEFERIDO
F,1999,Branco,Rio Grande do Norte,MACAU,870,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,1160,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,1160,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,PARNAMIRIM,1996,False,False,False,LICENCIATURA,Ciências Humanas,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,PARNAMIRIM,1996,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,2000,Pardo,Rio Grande do Norte,CEARA  -  MIRIM,2500,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,1091,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,2000,Branco,Rio Grande do Norte,NATAL,1091,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1997,Negro,Rio Grande do Norte,NATAL,1020,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,2000,Pardo,Rio Grande do Norte,NÃO INFORMADO,1255,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,2000,Pardo,Rio Grande do Norte,NÃO INFORMADO,1255,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,2001,Pardo,Ceará,LIMOEIRO DO NORTE,3374,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,2001,Pardo,Ceará,LIMOEIRO DO NORTE,3374,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,2000,Branco,Rio Grande do Norte,NATAL,3862,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,3862,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,2001,Pardo,Rio Grande do Norte,NATAL,3087,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,2001,Negro,Rio Grande do Norte,PARNAMIRIM,7690,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
M,2001,Negro,Rio Grande do Norte,PARNAMIRIM,7690,False,False,False,BACHARELADO,Ciências Biológicas,FALHOU
M,2001,Negro,Rio Grande do Norte,PARNAMIRIM,7690,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,1998,Branco,Rio Grande do Norte,NATAL,12800,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,2001,Pardo,Rio Grande do Norte,CAICÓ,700,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,2001,Pardo,Rio Grande do Norte,CAICÓ,700,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1999,Branco,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências Biológicas,FALHOU
M,1999,Branco,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,2000,Pardo,Rio Grande do Norte,NATAL,826,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,2000,Pardo,Rio Grande do Norte,NATAL,826,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,2001,Pardo,Rio Grande do Norte,MOSSORÓ,4500,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,2001,Branco,Ceará,FORTALEZA,1039,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
F,1999,Branco,Rio Grande do Norte,NATAL,2915,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,4312,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,1996,Branco,Rio Grande do Norte,CAICÓ,5000,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,2002,Branco,Rio Grande do Norte,NATAL,2160,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,5000,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
F,1995,Branco,Rio Grande do Norte,CANGUARETAMA,2610,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1995,Branco,Rio Grande do Norte,CANGUARETAMA,2610,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
F,2001,Amarelo (de origem oriental),Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,2001,Amarelo (de origem oriental),Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,1997,Branco,Rio Grande do Norte,JOÃO PESSOA,1500,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,1997,Branco,Rio Grande do Norte,JOÃO PESSOA,1500,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,1995,Negro,Rio Grande do Norte,ARUJÁ,320,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,8000,False,False,False,BACHARELADO,Ciências Biológicas,FALHOU
F,2001,Branco,Rio Grande do Norte,NATAL,8000,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,2001,Branco,Rio de Janeiro,RIO DE JANEIRO,6645,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
M,2001,Branco,Rio de Janeiro,RIO DE JANEIRO,6645,False,False,False,LICENCIATURA,Ciências Biológicas,FALHOU
F,1998,Branco,Rio Grande do Norte,CAICÓ,1000,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,1750,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,2000,Pardo,Rio Grande do Norte,JOÃO CÂMARA,1000,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,2000,Pardo,Rio Grande do Norte,JOÃO CÂMARA,1000,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
M,2001,Pardo,Ceará,BRASÍLIA,15700,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
M,2001,Branco,Rio Grande do Norte,TAIPU,850,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1999,Branco,Rio Grande do Norte,SÃO JOSÉ DO SERIDÓ,998,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,2000,Não Informado,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
F,2000,Não Informado,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências Biológicas,INDEFERIDO
F,1999,Negro,Rio Grande do Norte,NATAL,3700,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,2001,Negro,Ceará,CASCAVEL,1400,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,1996,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
M,1996,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1996,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,2001,Pardo,Rio Grande do Norte,PARNAMIRIM,3000,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1999,Pardo,Rio Grande do Norte,NATAL,3966,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1999,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,LICENCIATURA,Ciências Biológicas,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
F,2000,Pardo,Rio Grande do Norte,NATAL,3173,False,False,False,TECNOLÓGICO,Ciências da Saúde,APROVADO
F,2000,Branco,Rio Grande do Norte,CURRAIS NOVOS,1040,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
M,1998,Pardo,Paraná,CURITIBA,13000,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,1999,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,LICENCIATURA,Ciências Biológicas,APROVADO
M,2001,Pardo,Rio Grande do Norte,NATAL,2348,False,False,False,LICENCIATURA,Ciências Humanas,INDEFERIDO
M,2001,Pardo,Rio Grande do Norte,NATAL,2348,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,2001,Branco,Rio Grande do Norte,PARNAMIRIM,4412,False,False,False,BACHARELADO,Ciências Biológicas,APROVADO
M,2001,Pardo,Rio Grande do Norte,ASSU,3187,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,2001,Pardo,Rio Grande do Norte,ASSU,3187,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1999,Branco,Rio Grande do Norte,CAICÓ,11000,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,1999,Pardo,Rio Grande do Norte,NATAL,400,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1998,Pardo,Rio Grande do Norte,NATAL,1200,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
